Gene ID,HMMER,Hotpep,DIAMOND,#ofTools,genome_name
JAKTKX010000006.1_11,GT51(50-221),GT51(13),GT51,3,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000006.1_129,GH1(1-476),GH1(57),GH1,3,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000006.1_131,GH1(6-478),GH1(7),GH1,3,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000006.1_139,GH109(1-135),-,-,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000006.1_190,GT2_Glycos_transf_2(5-150),GT2(193),GT2,3,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000006.1_33,GH43_24(22-267),GH43(91),GH43_24,3,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000006.1_57,GH4(6-183),GH4(2),GH4,3,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000006.1_7,CE9(6-365),-,CE9,2,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000007.1_110,GH112(6-717),GH112(1),GH112,3,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000008.1_101,GH77(9-469),GH77(5),GH77,3,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000008.1_102,GT35(81-751),GT35(1),GT35,3,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000008.1_34,CE4(91-224),-,-,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000009.1_122,GH109(2-165),-,-,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000009.1_143,CE1(14-249),-,-,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000009.1_162,GT51(45-213),GT51(58),GT51,3,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000009.1_21,GT28(189-344),GT28(25),GT28,3,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000009.1_67,GH1(2-483),GH1(1),GH1,3,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000010.1_139,GH1(7-467),GH1(66),GH1,3,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000010.1_49,GH1(2-466),GH1(1),GH1,3,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000011.1_132,GH1(3-471),-,GH1,2,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000011.1_53,GH1(4-470),GH1(1),GH1,3,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000011.1_97,GH1(2-474),GH1(2),GH1,3,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000011.1_98,GH1(2-486),GH1(1),GH1,3,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000012.1_13,GH13_29(25-368),GH13(3),GH13_29,3,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000012.1_33,GH1(6-477),GH1(11),GH1,3,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000012.1_8,CE4(44-150),CE4(84),CE4,3,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000012.1_94,GH38(5-277),-,GH38,2,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000013.1_86,GH1(2-470),GH1(1),GH1,3,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000017.1_42,GH1(3-466),GH1(19),GH1,3,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000018.1_23,GH1(6-257),GH1(48),-,2,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000018.1_69,GT14(3-255),-,GT0,2,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000020.1_42,GH1(11-480),GH1(27),GH1,3,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000020.1_60,GH1(3-459),GH1(19),GH1,3,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000022.1_52,CBM66(238-392)+GH32(525-832)+CBM66(1095-1257),GH32(24)+CBM38(1)+CBM66(1),CBM66+GH32,3,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000022.1_55,GH170(3-359),-,GH170,2,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000024.1_32,GT5(3-475),GT5(26),GT5,3,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000025.1_23,GH25(6-181),GH25(88),GH25,3,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000025.1_42,GT4(207-353),GT4(55),GT4,3,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000025.1_44,GT4(164-312),GT4(42),GT4,3,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000025.1_51,CE4(235-362),-,CE4,2,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000027.1_40,GT2_Glycos_transf_2(21-168),-,GT2,2,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000027.1_42,GT4(187-298),-,GT4,2,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000027.1_43,GT4(187-337),-,GT4,2,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000027.1_54,CE4(222-356),-,-,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000028.1_13,GT2_Glycos_transf_2(5-127),-,GT2,2,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000028.1_25,GT2_Glycos_transf_2(6-160),-,GT2,2,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000028.1_26,GT2_Glycos_transf_2(7-111),-,GT2,2,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000028.1_27,GT4(206-350),-,GT4,2,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000028.1_29,GT2_Glycos_transf_2(11-169),-,GT2,2,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000028.1_30,GT4(207-346),GT4(191),GT4,3,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000028.1_8,GH25(105-175),GH25(49),GH25,3,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000030.1_19,GH24(6-143),GH24(28),GH24,3,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000033.1_13,GH109(1-149),-,-,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000035.1_6,GH1(7-480),GH1(2),GH1,3,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000036.1_12,CE1(83-248),-,-,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000036.1_9,CE4(243-359),CE4(93),CE4,3,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000038.1_16,GT2_Glycos_transf_2(10-130),-,-,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000040.1_6,CE9(4-375),CE9(43),CE9,3,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000001.1_307,-,GH0(66),-,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000010.1_110,-,GH23(34),GH23,2,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000006.1_10,-,GH23(192),-,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000003.1_25,-,GH32(46),-,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000005.1_58,-,GH38(8),-,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000022.1_47,-,CBM5(48),-,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000039.1_5,-,CBM5(68),-,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000009.1_2,-,CBM5(68),-,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000012.1_12,-,-,GH13_29,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000012.1_20,-,-,GT2,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000012.1_70,-,-,GH13_23,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000012.1_72,-,-,GH13_31,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000013.1_18,-,-,GH73,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000015.1_52,-,-,GT2,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000015.1_88,-,-,GH13_30,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000016.1_18,-,-,CE0,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000016.1_25,-,-,GH152,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000016.1_54,-,-,GH130,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000017.1_24,-,-,CBM50,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000017.1_79,-,-,GH1,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000019.1_41,-,-,GH1,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000019.1_59,-,-,GT47,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000019.1_88,-,-,GT83,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000019.1_93,-,-,GT4,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000001.1_51,-,-,GT2,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000001.1_55,-,-,GH25,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000001.1_120,-,-,GH13_31,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000001.1_158,-,-,CBM50,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000021.1_49,-,-,GH13_11,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000021.1_72,-,-,GT58,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000022.1_60,-,-,GH1,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000024.1_30,-,-,CBM48+GH13_9,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000027.1_2,-,-,GT4,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000027.1_38,-,-,GT9,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000028.1_20,-,-,GT2,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000028.1_21,-,-,GT2,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000002.1_159,-,-,GT2,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000002.1_218,-,-,GH28,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000002.1_223,-,-,GH13,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000030.1_17,-,-,GH0,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000037.1_7,-,-,GH13,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000037.1_10,-,-,GH28,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000003.1_105,-,-,GH73,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000003.1_107,-,-,CBM50,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000003.1_148,-,-,GT30,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000042.1_5,-,-,GH38,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000004.1_195,-,-,GH23,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000004.1_216,-,-,GH3,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000005.1_78,-,-,GH5_11,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000005.1_169,-,-,GT1,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000005.1_198,-,-,CBM50,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000006.1_51,-,-,GH84,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000006.1_56,-,-,GH4,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000006.1_94,-,-,GH13,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000008.1_96,-,-,CBM50+GH25,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000008.1_145,-,-,CBM50,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000008.1_153,-,-,GT2,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKX010000009.1_38,-,-,CBM32,1,GCA_024591335.1_ASM2459133v1_genomic
JAKTKU010000001.1_113,GH1(1-372),-,GH1,2,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000001.1_150,GH73(287-401),GH73(56),GH73,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000001.1_280,GH38(3-254),GH38(10),GH38,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000001.1_282,GH1(3-456),GH1(6),GH1,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000001.1_48,GH1(4-470),GH1(11),GH1,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000001.1_77,GH1(2-474),GH1(2),GH1,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000001.1_78,GH1(2-486),GH1(1),GH1,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000002.1_117,CE9(6-365),-,CE9,2,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000002.1_121,GT51(50-221),GT51(13),GT51,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000002.1_142,GH43_24(22-267),GH43(91),GH43_24,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000002.1_167,GH4(6-183),GH4(2),GH4,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000002.1_222,GH170(3-354),-,GH170,2,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000002.1_244,GH1(1-476),GH1(57),GH1,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000002.1_246,GH1(6-478),GH1(11),GH1,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000002.1_254,GH109(1-135),-,-,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000002.1_8,GH1(7-480),GH1(2),GH1,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000003.1_118,CE4(241-356),CE4(67),CE4,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000003.1_119,CE4(240-369),CE4(67),CE4,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000003.1_130,CE9(7-369),CE9(63),CE9,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000003.1_133,GH4(4-181),GH4(14),GH4,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000003.1_17,GH1(3-458),GH1(20),GH1,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000003.1_26,GH32(9-308),GH32(38)+CBM38(7),GH32,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000003.1_80,GH112(6-720),GH112(1),GH112,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000004.1_21,GH1(2-470),GH1(1),GH1,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000004.1_214,CE6(54-145),CE6(2),CE0,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000005.1_131,GH1(7-473),GH1(11),GH1,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000005.1_132,GH1(5-480),GH1(11),GH1,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000006.1_101,GT2_Glycos_transf_2(5-137),-,GT2,2,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000006.1_115,GT2_Glycos_transf_2(6-160),-,GT2,2,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000006.1_116,GT2_Glycos_transf_2(7-111),-,GT2,2,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000006.1_117,GT4(206-350),-,GT4,2,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000006.1_119,GT2_Glycos_transf_2(11-169),-,GT2,2,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000006.1_120,GT4(207-348),GT4(191),GT4,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000006.1_25,GH13_14(259-573),GH13(10)+CBM25(3)+CBM41(5)+CBM48(16)+CBM68(1),CBM48+GH13_14,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000006.1_27,GT35(96-799),GT35(1),GT35,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000006.1_29,GT2_Glycos_transf_2(4-145),GT2(18),GT2,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000006.1_35,GT2_Glycos_transf_2(36-202),GT2(83)+GT4(135)+GT8(43),GT2,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000006.1_36,GT2_Glycos_transf_2(8-168),GT2(115)+GT4(135),GT2,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000006.1_43,CBM48(21-104)+GH13_9(172-459),GH13(20)+CBM48(6),CBM48+GH13_9,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000006.1_71,GH25(113-303),GH25(33),GH25,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000007.1_118,GH109(2-166),-,-,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000007.1_139,CE1(14-249),-,-,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000007.1_157,GT51(45-213),GT51(58),GT51,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000007.1_21,GT28(189-344),GT28(25),GT28,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000008.1_103,GH1(7-477),GH1(11),GH1,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000008.1_123,GH13_29(25-368),GH13(3),GH13_29,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000008.1_128,CE4(44-150),CE4(84),CE4,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000008.1_42,GH38(5-277),-,GH38,2,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000009.1_50,GH1(5-486),GH1(1),GH1,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000010.1_111,GT2_Glycos_transf_2(10-130),-,-,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000012.1_67,GH112(6-717),GH112(1),GH112,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000015.1_78,CE9(4-375),CE9(43),CE9,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000016.1_97,GT51(73-270),-,GT51,2,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000016.1_99,GT51(353-547),-,GT51,2,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000017.1_11,GH13_20(34-324),GH13(61),GH13,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000017.1_83,GH1(5-456),GH1(20),GH1,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000018.1_34,GT14(3-256),-,GT0,2,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000018.1_74,GH1(10-478),GH1(11),GH1,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000018.1_83,GH1(7-257),GH1(48),-,2,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000019.1_29,CE4(91-224),-,-,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000020.1_48,GH1(11-480),GH1(27),GH1,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000020.1_66,GH1(3-459),GH1(19),GH1,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000021.1_31,GH1(7-467),GH1(66),GH1,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000021.1_58,GH109(2-152),-,-,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000023.1_30,GH1(3-466),GH1(19),GH1,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000024.1_14,CE4(235-362),-,CE4,2,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000024.1_21,GT4(164-312),GT4(42),GT4,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000024.1_23,GT4(207-354),GT4(55),GT4,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000024.1_42,GH25(6-181),GH25(88),GH25,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000025.1_49,GH1(2-466),GH1(1),GH1,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000026.1_45,GT5(3-475),GT5(26),GT5,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000027.1_40,GH4(7-187),GH4(1),GH4,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000027.1_54,GH73(288-404),-,GH73,2,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000028.1_18,GT2_Glycos_transf_2(5-150),GT2(193),GT2,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000029.1_3,GH77(9-469),GH77(5),GH77,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000029.1_4,GT35(81-751),GT35(1),GT35,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000030.1_26,CBM66(238-392)+GH32(525-832)+CBM66(1095-1257),GH32(24)+CBM38(1)+CBM66(1),CBM66+GH32,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000030.1_29,GH170(3-359),-,GH170,2,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000033.1_10,GH140(99-519),GH140(7),GH140,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000033.1_15,GH43_35(3-276),-,GH43_35,2,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000033.1_17,GH106(50-836),GH106(4),GH106,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000033.1_3,GH1(3-474),GH1(1),GH1,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000033.1_4,GH1(2-474),GH1(1),GH1,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000033.1_5,GH140(2-378),GH140(2),GH140,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000041.1_20,GH109(1-149),-,-,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000042.1_12,CE1(83-248),-,-,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000042.1_9,CE4(243-358),CE4(93),CE4,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000045.1_4,GH24(6-143),GH24(28),GH24,3,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000053.1_7,CE4(241-375),-,-,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000005.1_7,-,GH0(66),-,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000034.1_43,-,GH23(34),GH23,2,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000003.1_202,-,GH23(34)+CBM50(145),GH23,2,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000002.1_120,-,GH23(192),-,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000003.1_25,-,GH32(46),-,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000004.1_141,-,GH38(8),-,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000030.1_20,-,CBM5(48),-,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000050.1_13,-,CBM5(68),-,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000007.1_2,-,CBM5(68),-,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000011.1_5,-,-,GH130,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000011.1_85,-,-,GH73,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000011.1_102,-,-,GH152,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000011.1_109,-,-,CE0,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000013.1_41,-,-,GH1,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000013.1_59,-,-,GT47,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000013.1_89,-,-,GT83,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000013.1_94,-,-,GT4,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000014.1_54,-,-,GT2,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000014.1_92,-,-,GH13_30,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000016.1_24,-,-,GH13,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000016.1_29,-,-,GH28,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000016.1_86,-,-,GT2,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000017.1_100,-,-,GT30,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000019.1_91,-,-,CBM50+GH25,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000001.1_337,-,-,GH23,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000023.1_49,-,-,CBM50,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000026.1_47,-,-,CBM48+GH13_9,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000027.1_19,-,-,GT1,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000027.1_49,-,-,CBM50,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000029.1_53,-,-,CBM50,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000002.1_66,-,-,GH13_11,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000002.1_89,-,-,GT58,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000002.1_160,-,-,GH84,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000002.1_166,-,-,GH4,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000002.1_209,-,-,GH13,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000030.1_34,-,-,GH1,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000033.1_24,-,-,GT2,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000039.1_26,-,-,GT4,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000003.1_105,-,-,GH73,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000003.1_107,-,-,CBM50,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000003.1_154,-,-,GH23,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000003.1_174,-,-,GH23,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000003.1_201,-,-,GH23,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000043.1_7,-,-,GH1,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000045.1_6,-,-,GH0,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000004.1_63,-,-,GH13,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000004.1_66,-,-,GH28,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000004.1_161,-,-,GH5_11,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000055.1_5,-,-,GH38,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000005.1_154,-,-,CBM50,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000005.1_196,-,-,GH13_31,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000062.1_1,-,-,GH23,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000006.1_40,-,-,GH25,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000006.1_44,-,-,GT2,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000006.1_110,-,-,GT2,1,GCA_024591315.1_ASM2459131v1_genomic
